day,queue,offered,abandoned,answered,answered_within,abandon_rate,service_level,roll_mean,roll_std,upper_band,is_anomaly
2026-03-26,Intake,169,19,150,97,0.11242603550295859,0.5739644970414202,0.09056724485435642,0.020988282713591523,0.13254381028153947,False
2026-03-27,Intake,175,15,160,106,0.08571428571428572,0.6057142857142858,0.09261204148445601,0.021661847784938845,0.1359357370543337,False
2026-03-28,Intake,72,8,64,36,0.1111111111111111,0.5,0.09397258570214308,0.02047242963151545,0.134917444965174,False
2026-03-29,Intake,68,4,64,34,0.058823529411764705,0.5,0.09635353808309546,0.020382226505816378,0.13711799109472822,False
2026-03-30,Intake,168,14,154,96,0.08333333333333333,0.5714285714285714,0.0965869647871104,0.019891862243204064,0.13637068927351853,False
2026-03-31,Intake,191,14,177,110,0.07329842931937172,0.5759162303664922,0.09746518492762564,0.01892504361577266,0.13531527215917097,False
2026-04-01,Intake,166,13,153,96,0.0783132530120482,0.5783132530120482,0.09720628152736098,0.0192496953580986,0.13570567224355817,False
2026-04-02,Intake,165,13,152,93,0.07878787878787878,0.5636363636363636,0.09593971404678492,0.01990419309185941,0.13574810023050374,False
2026-04-03,Intake,162,10,152,91,0.06172839506172839,0.5617283950617284,0.09276115744357079,0.018718829096502625,0.13019881563657604,False
2026-04-04,Intake,74,9,65,46,0.12162162162162163,0.6216216216216216,0.08794079400897514,0.017240575924294534,0.12242194585756422,False
2026-04-05,Intake,82,5,77,53,0.06097560975609756,0.6463414634146342,0.08939477964017595,0.01919802007899087,0.12779081979815768,False
2026-04-06,Intake,159,11,148,93,0.06918238993710692,0.5849056603773585,0.0865169072809822,0.020271444742885843,0.12705979676675389,False
2026-04-07,Intake,166,17,149,96,0.10240963855421686,0.5783132530120482,0.08517907171134069,0.020783852537528506,0.1267467767863977,False
2026-04-08,Intake,171,16,155,99,0.0935672514619883,0.5789473684210527,0.0847487791123734,0.020322613001459162,0.12539400511529172,False
2026-04-09,Intake,166,13,153,104,0.0783132530120482,0.6265060240963856,0.0850923401846794,0.02043593319540197,0.12596420657548335,False
2026-04-10,Intake,168,11,157,99,0.06547619047619048,0.5892857142857143,0.0826557128639001,0.01890230091347567,0.12046031469085144,False
2026-04-11,Intake,71,3,68,40,0.04225352112676056,0.5633802816901409,0.0812101346326076,0.019417252656368546,0.12004463994534469,False
2026-04-12,Intake,70,5,65,42,0.07142857142857142,0.6,0.07629173534801112,0.019973571633794426,0.11623887861559998,False
2026-04-13,Intake,163,10,153,85,0.06134969325153374,0.5214723926380368,0.07719209549206874,0.01940148566231313,0.115995066816695,False
2026-04-14,Intake,163,21,142,88,0.12883435582822086,0.5398773006134969,0.07562183548622592,0.0197526556588239,0.11512714680387372,True
2026-04-15,Intake,171,18,153,107,0.10526315789473684,0.6257309941520468,0.07958868737971514,0.02430265509741623,0.1281939975745476,False
2026-04-16,Intake,162,13,149,87,0.08024691358024691,0.5370370370370371,0.08151368058562146,0.025243004974406912,0.13199969053443528,False
2026-04-17,Intake,169,20,149,91,0.11834319526627218,0.5384615384615384,0.08161789735650492,0.025233895929428214,0.13208568921536135,False
2026-04-18,Intake,69,5,64,41,0.07246376811594203,0.5942028985507246,0.08566181165682947,0.026314595765576182,0.13829100318798182,False
2026-04-19,Intake,83,10,73,40,0.12048192771084337,0.4819277108433735,0.08215053640642378,0.024353845092399167,0.13085822659122212,False
2026-04-20,Intake,159,19,140,71,0.11949685534591195,0.44654088050314467,0.08640098768890561,0.02553793009415119,0.13747684787720799,False
2026-04-21,Intake,157,15,142,84,0.09554140127388536,0.535031847133758,0.08999487807524884,0.026452349073124957,0.14289957622149874,False
2026-04-22,Intake,166,14,152,94,0.08433734939759036,0.5662650602409639,0.0895042896980823,0.026267435519150423,0.14203916073638315,False
2026-04-23,Intake,188,23,165,91,0.12234042553191489,0.48404255319148937,0.08884501097919673,0.02627344481169424,0.14139190060258522,False
2026-04-24,Intake,149,12,137,78,0.08053691275167785,0.5234899328859061,0.09198980901633005,0.02752116532920924,0.14703213967474854,False
2026-04-25,Intake,84,8,76,49,0.09523809523809523,0.5833333333333334,0.0930655748931506,0.026686764347868003,0.1464391035888866,False
2026-04-26,Intake,77,6,71,48,0.07792207792207792,0.6233766233766234,0.0968501873296745,0.02232748056031695,0.1415051484503084,False
2026-04-27,Intake,182,18,164,105,0.0989010989010989,0.5769230769230769,0.09731400922206782,0.02182044910078608,0.14095490742363997,False
2026-04-28,Intake,175,20,155,92,0.11428571428571428,0.5257142857142857,0.09999625248275104,0.019211536622497055,0.13841932572774515,False
2026-04-29,Intake,160,10,150,94,0.0625,0.5875,0.09895706380114343,0.017878897192368574,0.13471485818588058,False
2026-04-30,Intake,166,10,156,100,0.060240963855421686,0.6024096385542169,0.09590255252294795,0.020218507653977612,0.13633956783090317,False
2026-05-01,Intake,167,15,152,97,0.08982035928143713,0.5808383233532934,0.09447355611403185,0.02203547161017236,0.13854449933437657,False
2026-05-02,Intake,58,3,55,35,0.05172413793103448,0.603448275862069,0.09243621068654363,0.020950652305077543,0.1343375152966987,False
2026-05-03,Intake,76,5,71,44,0.06578947368421052,0.5789473684210527,0.0909548085304788,0.023095018592177382,0.13714484571483357,False
2026-05-04,Intake,165,16,149,94,0.09696969696969697,0.5696969696969697,0.08704820467143361,0.022329215163997947,0.1317066349994295,False
2026-05-05,Intake,178,11,167,104,0.06179775280898876,0.5842696629213483,0.08543912193027539,0.020551984865777986,0.12654309166183136,False
2026-05-06,Intake,154,9,145,84,0.05844155844155844,0.5454545454545454,0.08302886132563993,0.02124313529742684,0.1255151319204936,False
2026-05-07,Intake,165,14,151,91,0.08484848484848485,0.5515151515151515,0.08117916197163766,0.022225149058457565,0.1256294600885528,False
2026-05-08,Intake,157,11,146,100,0.07006369426751592,0.6369426751592356,0.0785011662085355,0.01889292768148928,0.11628702157151406,False
2026-05-09,Intake,75,5,70,36,0.06666666666666667,0.48,0.0777530791739525,0.019013086794106623,0.11577925276216575,False
2026-05-10,Intake,80,5,75,36,0.0625,0.45,0.0757122628474219,0.01851889019008286,0.11275004322758761,False
2026-05-11,Intake,178,12,166,123,0.06741573033707865,0.6910112359550562,0.07461068585298776,0.018833343632587,0.11227737311816176,False
2026-05-12,Intake,130,12,118,70,0.09230769230769231,0.5384615384615384,0.07236173095555774,0.0175454724950714,0.10745267594570054,False
2026-05-13,Intake,192,22,170,106,0.11458333333333333,0.5520833333333334,0.07079187224284188,0.014163021930588052,0.09911791610401799,True
2026-05-14,Intake,173,14,159,89,0.08092485549132948,0.5144508670520231,0.07451211033807999,0.018108349096558698,0.11072880853119738,False
2026-05-15,Intake,161,20,141,74,0.12422360248447205,0.45962732919254656,0.07598953116921625,0.01769345567224933,0.11137644251371491,True
2026-05-16,Intake,77,6,71,43,0.07792207792207792,0.5584415584415584,0.07844690568371873,0.02169801662940309,0.1218429389425249,False
2026-05-17,Intake,84,6,78,44,0.07142857142857142,0.5238095238095238,0.08031818711165041,0.02030080794661265,0.1209198030048757,False
2026-05-18,Intake,176,12,164,109,0.06818181818181818,0.6193181818181818,0.0807209798076762,0.02004469392375417,0.12081036765518455,False
2026-05-19,Intake,150,12,138,80,0.08,0.5333333333333333,0.07866470275139914,0.019723630338872665,0.11811196342914447,False
2026-05-20,Intake,153,16,137,91,0.10457516339869281,0.5947712418300654,0.0799648632650428,0.01911685501573352,0.11819857329650985,False
2026-05-21,Intake,175,18,157,92,0.10285714285714286,0.5257142857142857,0.08326012076198097,0.01909751495825774,0.12145515067849645,False
2026-05-22,Intake,174,11,163,98,0.06321839080459771,0.5632183908045977,0.0845464534768851,0.01980608153909051,0.12415861655506612,False
2026-05-23,Intake,77,7,70,42,0.09090909090909091,0.5454545454545454,0.0840575032295338,0.020270175490389414,0.12459785421031264,False
2026-05-24,Intake,93,6,87,54,0.06451612903225806,0.5806451612903226,0.08578910496113555,0.0196976473037211,0.12518439956857774,False
